MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No),INTERNAL_Category,INTERNAL_NEEDS_REVIEW,INTERNAL_SOURCES_USED,INTERNAL_ERROR
https://www.milwaukeetool.com/products/details/5-x-045-x-7-8-metal-cut-off-wheel-type-1/49-94-0013,,,,,,,,,,,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Power Tool Accessories>Abrasives>Cut-Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,7/8,in,Diameter,5,"""",Thickness,.045,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,12250,rpm,Weight,0.100775749540889,lb,Pack Quantity,25,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/5-x-045-x-7-8-metal-cut-off-wheel-type-1/49-94-0013,
https://www.milwaukeetool.com/products/details/6-1-2-x-1-8-x-5-8-dko-metal-cut-off-wheel-type-1/49-94-0029,,,,,,,,,,,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Abrasives>Cut-Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,"DM, 5/8 in",in,Diameter,"6-1/2""",in,Thickness,1/8 in,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,9250,rpm,Weight,0.399771568426667,lb,Pack Quantity,10,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/6-1-2-x-1-8-x-5-8-dko-metal-cut-off-wheel-type-1/49-94-0029,
https://www.milwaukeetool.com/products/details/7-x-1-16-x-7-8-metal-cut-off-wheel-type-1/49-94-0033,,,,,,,,,,,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Power Tool Accessories>Abrasive Wheels>Cut-Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,7/8,in,Diameter,7,"""",Thickness,1/16,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,8600,rpm,Weight,0.221197136206667,lb,Pack Quantity,25,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/7-x-1-16-x-7-8-metal-cut-off-wheel-type-1/49-94-0033,
https://www.milwaukeetool.com/products/details/4-x-040-x-5-8-metal-cut-off-wheel-type-1/49-94-0001,,,,,,,,,,,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Power Tool Accessories>Abrasives>Cut-Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,5/8,in,Diameter,4,in,Thickness,0.040,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,15300,rpm,Weight,0.0619743914288889,lb,Pack Quantity,25,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/4-x-040-x-5-8-metal-cut-off-wheel-type-1/49-94-0001,
https://www.milwaukeetool.com/products/details/7-x-1-8-x-5-8-dko-metal-cut-off-wheel-type-1/49-94-0039,,,,,,,,,,,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,,Milwaukee,Milwaukee,,,,Accessories>Abrasives>Cut Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,5/8,in,Diameter,7,in,Thickness,1/8,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,8600,rpm,Weight,0.448273266066667,lb,Pack Quantity,10,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/7-x-1-8-x-5-8-dko-metal-cut-off-wheel-type-1/49-94-0039,
https://www.milwaukeetool.com/products/details/9-x-3-32-x-7-8-metal-cut-off-wheel-type-1/49-94-0043,,,,,,,,,,,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Accessories>Abrasives>Cut Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,7/8,in,Diameter,9,"""",Thickness,3/32,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,6650,rpm,Weight,0.641104257896,lb,Pack Quantity,10,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/9-x-3-32-x-7-8-metal-cut-off-wheel-type-1/49-94-0043,
https://www.milwaukeetool.com/products/details/12-x-7-64-x-1-metal-cut-off-wheel-type-1/49-94-0048,,,,,,,,,,,49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Accessories>Abrasives>Cut-Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,1,in,Diameter,12,in,Thickness,7/64,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,5100,rpm,Weight,1.239659299226,lb,Pack Quantity,10,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,2,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/12-x-7-64-x-1-metal-cut-off-wheel-type-1/49-94-0048,
https://www.milwaukeetool.com/products/details/12-x-1-8-x-1-metal-cut-off-wheel-type-1/49-94-0053,,,,,,,,,,,49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,,,Milwaukee Tool,Milwaukee,,,,Tools>Power Tool Accessories>Abrasive Wheels>Cut-Off Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application,Cutting,,Arbor Design,Non-Threaded,,Arbor Hole Diameter,1,in,Diameter,12,"""",Thickness,1/8,in,Material Application,"Metal, Stainless Steel, Steel",,Max RPM,6400,rpm,Weight,1.702630049426,lb,Pack Quantity,10,,Performance Tier,Metal Cut-Off,,Reinforcement Sheets,3,,Shape,1,,Type,1,,Warranty,No Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasives,,https://www.milwaukeetool.com/products/details/12-x-1-8-x-1-metal-cut-off-wheel-type-1/49-94-0053,
https://www.kichler.com/products/indoor-lighting/bath-and-vanity-lights/3-light-bath-fixtures/barrington-vanity-light-37418a,,,,,,,,,,,37418A,37418A Kichler Bath Light,,,,,Kichler,Kichler,,,,Home & Garden>Lighting>Light Fixtures>Vanity Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.69,in,Height,9,in,Length,22,in,Finish,Distressed Black,,Socket,3 E26 (Medium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighting,,https://www.kichler.com/products/indoor-lighting/bath-and-vanity-lights/3-light-bath-fixtures/barrington-vanity-light-37418a,
https://www.kichler.com/products/indoor-lighting/flush-mount-lights/semi-flush-mount-ceiling-lights/thoreau-ceiling-light-42955bk,,,,,,,,,,,42955BK,42955BK Kichler Ceiling Lt,,,,,Kichler,,,,,Lighting>Indoor Lighting>Flush Mount Lights>Semi-Flush Mount Ceiling Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finish,Black,,Height,8.5,in,Diameter,18,in,Number of Lights,3,,Material,Steel,,Socket,E26 (Medium),,Wattage,75,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighting,,https://www.kichler.com/products/indoor-lighting/flush-mount-lights/semi-flush-mount-ceiling-lights/thoreau-ceiling-light-42955bk,
https://www.kichler.com/products/indoor-lighting/chandeliers/1-tier-chandeliers/vara-chandelier-44072dbk,,,,,,,,,,,44072DBK,44072DBK Kichler Chandelier Lt,,,,,Kichler,Kichler,,,,Lighting>Indoor Lighting>Chandeliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finish,Distressed Black,,Size,"23.75"" H x 25.25"" DIA",,Number of Lights,5,,Max Hanging Height,62,in,Socket,5 E12 (Candelabra),,Wattage,60,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighting,,https://www.kichler.com/products/indoor-lighting/chandeliers/1-tier-chandeliers/vara-chandelier-44072dbk,
https://www.kichler.com/products/outdoor-lighting/outdoor-wall-lights/mercer-outdoor-wall-light-59061bsl,,,,,,,,,,,59061BSL,59061BSL Kichler Ext Wall Lt,,,,,Kichler,Kichler,,,,Lighting>Outdoor Lighting>Outdoor Wall Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7,in,Height,16,in,Depth,8.5,in,Finish,Black with Silver Highlights,,Number of Lights,1,,Max Wattage,100,W,Socket Type,E26 (Medium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighting,,https://www.kichler.com/products/outdoor-lighting/outdoor-wall-lights/mercer-outdoor-wall-light-59061bsl,
https://www.kichler.com/products/indoor-lighting/flush-mount-lights/flush-mount-ceiling-lights/avery-flush-mount-43913bk,,,,,,,,,,,43913BK,43913BK Kichler Pendant Lt,,,,,Kichler,Kichler,,,,Lighting>Ceiling Light Fixtures>Flush Mount Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finish,Black,,Material,Steel,,Socket,E26 (Medium),,Wattage,100,W,Dimensions,"13.5"" H x 14.5"" DIA",,Wire Length,6,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighting,,https://www.kichler.com/products/indoor-lighting/flush-mount-lights/flush-mount-ceiling-lights/avery-flush-mount-43913bk,
https://www.kichler.com/products/outdoor-lighting/outdoor-post-lights/barras-post-light-59025bk,,,,,,,,,,,59025BK,59025BK Kichler Post Lt,,,,,Kichler Lighting LLC,Kichler,,,,Home & Garden>Lighting>Outdoor Lighting>Post Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finish,Black,,Width,8.25,in,Height,23.25,in,Socket,1 E26 (Medium),,Wattage,150,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighting,,https://www.kichler.com/products/outdoor-lighting/outdoor-post-lights/barras-post-light-59025bk,
https://www.trex.com/products/railing/select/6-x-36--rail-baluster-kit-horizontal,https://www.trex.com/products/railing/select/8-x-42--rail-baluster-kit-horizontal,https://www.trex.com/products/railing/signature,https://www.trex.com/products/railing/select,,,,,,,,543300256,6' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,,,,,Trex,Trex,,,,Building Materials>Decking & Railing>Railing Kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,16.1,lbs,Width,7.88,Inches,Height,3,Inches,Length,74.75,Inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building Materials,PRODUCT IDENTITY UNCONFIRMED - no retrieved source stated model 543300256 exactly; sources may describe a similar sibling product,https://www.trex.com/products/railing/select/6-x-36--rail-baluster-kit-horizontal; https://www.trex.com/products/railing/select/8-x-42--rail-baluster-kit-horizontal; https://www.trex.com/products/railing/signature; https://www.trex.com/products/railing/select,
,,,,,,,,,,,1513703,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building Materials,,,no sources found
https://havells.com/fans/fhceo5sbnc48-c.html,https://havells.com/fhceo5sbnc48-c.html?color=68&sweep_size=2920,https://havells.com/crabtree/fhceo5sbnc48-c.html,,,,,,,,,FHCEO5SBNC48-C,FHCEO5SBNC48-C Havells BLDC Ceiling Fan,,,,,Havells India Ltd.,Havells,,,,Home Appliances>Fans>Ceiling Fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Star,,,,,Motor Type,BLDC,,Rated Speed,350,revolution per minute,Air Delivery,225,m³/min,Power Consumption,30,W,Rated Voltage,220 - 240,V,Guarantee,2,Year,Star Rating,5,Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fans,,https://havells.com/fans/fhceo5sbnc48-c.html; https://havells.com/fhceo5sbnc48-c.html?color=68&sweep_size=2920; https://havells.com/crabtree/fhceo5sbnc48-c.html,
https://www.crompton.co.in/products/crompton-high-speed-hs-star-rated-ceiling-fan,,,,,,,,,,,CFHSHS42OPW1S,CFHSHS42OPW1S Crompton High Speed Ceiling Fan,,,,,Crompton Greaves Consumer Electricals Limited,Crompton,,,,"Home & Kitchen>Heating, Cooling & Air Quality>Ceiling Fans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speed,370,RPM,Number of Blades,3,,Wattage,56,Watt,Voltage,230,Volt,Color,Opal White,,Blade Length,1050,Millimetre,Air Flow Capacity,180,Cubic Meters Per Minute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fans,PRODUCT IDENTITY UNCONFIRMED - no retrieved source stated model CFHSHS42OPW1S exactly; sources may describe a similar sibling product,https://www.crompton.co.in/products/crompton-high-speed-hs-star-rated-ceiling-fan,
